goal_id,user_id,goal_name,goal_category,target_amount,current_savings,deadline_months,monthly_required,priority,status
GOAL00981,USR00438,Stock Market Portfolio,investment,3593000,227500,24,140229.17,Medium,active
GOAL00982,USR00996,Higher Education,education,812000,130000,18,37888.89,Low,active
GOAL00983,USR00688,Retirement Corpus,retirement,3983000,2919000,101,10534.65,Medium,active
GOAL00984,USR00327,Bike Purchase,vehicle,118000,52500,5,13100.0,Medium,active
GOAL00985,USR00153,Wedding Fund,lifestyle,810000,203000,20,30350.0,Medium,active
GOAL00986,USR00773,Stock Market Portfolio,investment,267000,29000,17,14000.0,Medium,active
GOAL00987,USR00870,International Vacation,travel,238000,39500,5,39700.0,Medium,active
GOAL00988,USR00725,New Car Purchase,vehicle,762000,296000,33,14121.21,Low,active
GOAL00989,USR00937,Emergency Fund,savings,103000,66000,10,3700.0,Medium,active
GOAL00990,USR00992,Retirement Corpus,retirement,3819000,715000,338,9183.43,Medium,active
GOAL00991,USR00138,Retirement Corpus,retirement,13574000,3028500,303,34803.63,High,active
GOAL00992,USR00209,Higher Education,education,1975000,347000,12,135666.67,Medium,active
GOAL00993,USR00945,Gadget / Laptop,technology,102000,26000,7,10857.14,Low,active
GOAL00994,USR00095,Stock Market Portfolio,investment,384000,8500,15,25033.33,Medium,active
GOAL00995,USR00196,Emergency Fund,savings,528000,108000,16,26250.0,High,active
GOAL00996,USR00690,Home Renovation,property,86000,38000,6,8000.0,Medium,active
GOAL00997,USR00895,House Down Payment,property,10832000,4152500,75,89060.0,High,active
GOAL00998,USR00780,Home Renovation,property,150000,57000,22,4227.27,Medium,active
GOAL00999,USR00573,International Vacation,travel,138000,33000,16,6562.5,Medium,active
GOAL01000,USR00891,Startup Capital,business,1763000,1047500,22,32522.73,Medium,active
